date,hospital_name,borough,zip_code,er_visits_respiratory,total_er_visits,covid_cases,data_source
2024-09-26,Brooklyn Health Center,BK,11201,2,30,86,NYC_COVID_REAL
2024-09-26,Manhattan Hospital,MN,10001,7,24,29,NYC_COVID_REAL
2024-09-26,Queens Medical Center,QN,11101,9,28,77,NYC_COVID_REAL
2024-09-26,Staten Island Hospital,SI,10301,3,20,31,NYC_COVID_REAL
2024-09-27,Bronx Medical Center,BX,10451,3,13,39,NYC_COVID_REAL
2024-09-27,Brooklyn Health Center,BK,11201,6,27,60,NYC_COVID_REAL
2024-09-27,Manhattan Hospital,MN,10001,1,14,29,NYC_COVID_REAL
2024-09-27,Queens Medical Center,QN,11101,12,36,54,NYC_COVID_REAL
2024-09-27,Staten Island Hospital,SI,10301,1,28,21,NYC_COVID_REAL
2024-09-28,Bronx Medical Center,BX,10451,1,27,18,NYC_COVID_REAL
2024-09-28,Brooklyn Health Center,BK,11201,9,36,33,NYC_COVID_REAL
2024-09-28,Manhattan Hospital,MN,10001,1,17,16,NYC_COVID_REAL
2024-09-28,Queens Medical Center,QN,11101,7,22,43,NYC_COVID_REAL
2024-09-28,Staten Island Hospital,SI,10301,2,22,20,NYC_COVID_REAL
2024-09-29,Bronx Medical Center,BX,10451,9,21,22,NYC_COVID_REAL
2024-09-29,Brooklyn Health Center,BK,11201,7,32,64,NYC_COVID_REAL
2024-09-29,Manhattan Hospital,MN,10001,2,29,15,NYC_COVID_REAL
2024-09-29,Queens Medical Center,QN,11101,6,18,34,NYC_COVID_REAL
2024-09-29,Staten Island Hospital,SI,10301,1,15,19,NYC_COVID_REAL
2024-09-30,Bronx Medical Center,BX,10451,7,30,32,NYC_COVID_REAL
2024-09-30,Brooklyn Health Center,BK,11201,7,32,94,NYC_COVID_REAL
2024-09-30,Manhattan Hospital,MN,10001,3,24,37,NYC_COVID_REAL
2024-09-30,Queens Medical Center,QN,11101,7,17,49,NYC_COVID_REAL
2024-09-30,Staten Island Hospital,SI,10301,3,13,31,NYC_COVID_REAL
2024-10-01,Bronx Medical Center,BX,10451,6,16,27,NYC_COVID_REAL
2024-10-01,Brooklyn Health Center,BK,11201,13,38,68,NYC_COVID_REAL
2024-10-01,Manhattan Hospital,MN,10001,4,21,36,NYC_COVID_REAL
2024-10-01,Queens Medical Center,QN,11101,8,28,62,NYC_COVID_REAL
2024-10-01,Staten Island Hospital,SI,10301,1,15,22,NYC_COVID_REAL
2024-10-02,Bronx Medical Center,BX,10451,2,24,25,NYC_COVID_REAL
2024-10-02,Brooklyn Health Center,BK,11201,9,31,59,NYC_COVID_REAL
2024-10-02,Manhattan Hospital,MN,10001,7,33,24,NYC_COVID_REAL
2024-10-02,Queens Medical Center,QN,11101,3,14,34,NYC_COVID_REAL
2024-10-02,Staten Island Hospital,SI,10301,4,28,23,NYC_COVID_REAL
2024-10-03,Bronx Medical Center,BX,10451,3,13,22,NYC_COVID_REAL
2024-10-03,Brooklyn Health Center,BK,11201,6,21,52,NYC_COVID_REAL
2024-10-03,Manhattan Hospital,MN,10001,3,23,25,NYC_COVID_REAL
2024-10-03,Queens Medical Center,QN,11101,6,28,42,NYC_COVID_REAL
2024-10-03,Staten Island Hospital,SI,10301,2,31,15,NYC_COVID_REAL
2024-10-04,Bronx Medical Center,BX,10451,3,20,21,NYC_COVID_REAL
2024-10-04,Brooklyn Health Center,BK,11201,7,27,33,NYC_COVID_REAL
2024-10-04,Manhattan Hospital,MN,10001,6,22,23,NYC_COVID_REAL
2024-10-04,Queens Medical Center,QN,11101,8,27,33,NYC_COVID_REAL
2024-10-04,Staten Island Hospital,SI,10301,4,15,12,NYC_COVID_REAL
2024-10-05,Bronx Medical Center,BX,10451,5,30,16,NYC_COVID_REAL
2024-10-05,Brooklyn Health Center,BK,11201,6,27,39,NYC_COVID_REAL
2024-10-05,Manhattan Hospital,MN,10001,1,24,16,NYC_COVID_REAL
2024-10-05,Queens Medical Center,QN,11101,5,24,21,NYC_COVID_REAL
2024-10-05,Staten Island Hospital,SI,10301,1,23,4,NYC_COVID_REAL
2024-10-06,Bronx Medical Center,BX,10451,2,23,11,NYC_COVID_REAL
2024-10-06,Brooklyn Health Center,BK,11201,6,27,61,NYC_COVID_REAL
2024-10-06,Manhattan Hospital,MN,10001,6,22,15,NYC_COVID_REAL
2024-10-06,Queens Medical Center,QN,11101,6,23,28,NYC_COVID_REAL
2024-10-06,Staten Island Hospital,SI,10301,1,22,11,NYC_COVID_REAL
2024-10-07,Bronx Medical Center,BX,10451,4,24,22,NYC_COVID_REAL
2024-10-07,Brooklyn Health Center,BK,11201,6,28,80,NYC_COVID_REAL
2024-10-07,Manhattan Hospital,MN,10001,4,27,22,NYC_COVID_REAL
2024-10-07,Queens Medical Center,QN,11101,2,27,51,NYC_COVID_REAL
2024-10-07,Staten Island Hospital,SI,10301,3,15,22,NYC_COVID_REAL
2024-10-08,Bronx Medical Center,BX,10451,3,22,22,NYC_COVID_REAL
2024-10-08,Brooklyn Health Center,BK,11201,7,17,89,NYC_COVID_REAL
2024-10-08,Manhattan Hospital,MN,10001,8,33,28,NYC_COVID_REAL
2024-10-08,Queens Medical Center,QN,11101,5,25,26,NYC_COVID_REAL
2024-10-08,Staten Island Hospital,SI,10301,2,16,16,NYC_COVID_REAL
2024-10-09,Bronx Medical Center,BX,10451,4,28,20,NYC_COVID_REAL
2024-10-09,Brooklyn Health Center,BK,11201,6,16,69,NYC_COVID_REAL
2024-10-09,Manhattan Hospital,MN,10001,6,17,27,NYC_COVID_REAL
2024-10-09,Queens Medical Center,QN,11101,5,21,27,NYC_COVID_REAL
2024-10-09,Staten Island Hospital,SI,10301,1,23,12,NYC_COVID_REAL
2024-10-10,Bronx Medical Center,BX,10451,3,31,14,NYC_COVID_REAL
2024-10-10,Brooklyn Health Center,BK,11201,8,30,59,NYC_COVID_REAL
2024-10-10,Manhattan Hospital,MN,10001,3,24,18,NYC_COVID_REAL
2024-10-10,Queens Medical Center,QN,11101,3,17,37,NYC_COVID_REAL
2024-10-10,Staten Island Hospital,SI,10301,2,15,11,NYC_COVID_REAL
2024-10-11,Bronx Medical Center,BX,10451,3,32,16,NYC_COVID_REAL
2024-10-11,Brooklyn Health Center,BK,11201,5,34,40,NYC_COVID_REAL
2024-10-11,Manhattan Hospital,MN,10001,1,23,14,NYC_COVID_REAL
2024-10-11,Queens Medical Center,QN,11101,3,29,24,NYC_COVID_REAL
2024-10-11,Staten Island Hospital,SI,10301,5,19,9,NYC_COVID_REAL
2024-10-12,Bronx Medical Center,BX,10451,1,13,6,NYC_COVID_REAL
2024-10-12,Brooklyn Health Center,BK,11201,1,12,18,NYC_COVID_REAL
2024-10-12,Manhattan Hospital,MN,10001,1,25,8,NYC_COVID_REAL
2024-10-12,Queens Medical Center,QN,11101,1,15,13,NYC_COVID_REAL
2024-10-12,Staten Island Hospital,SI,10301,3,29,11,NYC_COVID_REAL
2024-10-13,Bronx Medical Center,BX,10451,2,21,6,NYC_COVID_REAL
2024-10-13,Brooklyn Health Center,BK,11201,9,21,46,NYC_COVID_REAL
2024-10-13,Manhattan Hospital,MN,10001,5,19,13,NYC_COVID_REAL
2024-10-13,Queens Medical Center,QN,11101,5,23,25,NYC_COVID_REAL
2024-10-13,Staten Island Hospital,SI,10301,3,31,6,NYC_COVID_REAL
2024-10-14,Bronx Medical Center,BX,10451,3,32,13,NYC_COVID_REAL
2024-10-14,Brooklyn Health Center,BK,11201,5,32,61,NYC_COVID_REAL
2024-10-14,Manhattan Hospital,MN,10001,3,20,15,NYC_COVID_REAL
2024-10-14,Queens Medical Center,QN,11101,7,20,38,NYC_COVID_REAL
2024-10-14,Staten Island Hospital,SI,10301,4,27,10,NYC_COVID_REAL
2024-10-15,Bronx Medical Center,BX,10451,3,17,19,NYC_COVID_REAL
2024-10-15,Brooklyn Health Center,BK,11201,6,30,57,NYC_COVID_REAL
2024-10-15,Manhattan Hospital,MN,10001,4,14,24,NYC_COVID_REAL
2024-10-15,Queens Medical Center,QN,11101,1,15,27,NYC_COVID_REAL
2024-10-15,Staten Island Hospital,SI,10301,1,27,11,NYC_COVID_REAL
2024-10-16,Bronx Medical Center,BX,10451,1,24,16,NYC_COVID_REAL
2024-10-16,Brooklyn Health Center,BK,11201,4,26,44,NYC_COVID_REAL
2024-10-16,Manhattan Hospital,MN,10001,2,14,23,NYC_COVID_REAL
2024-10-16,Queens Medical Center,QN,11101,2,24,28,NYC_COVID_REAL
2024-10-16,Staten Island Hospital,SI,10301,1,13,7,NYC_COVID_REAL
2024-10-17,Bronx Medical Center,BX,10451,1,26,13,NYC_COVID_REAL
2024-10-17,Brooklyn Health Center,BK,11201,5,25,22,NYC_COVID_REAL
2024-10-17,Manhattan Hospital,MN,10001,4,29,20,NYC_COVID_REAL
2024-10-17,Queens Medical Center,QN,11101,8,28,25,NYC_COVID_REAL
2024-10-17,Staten Island Hospital,SI,10301,1,30,9,NYC_COVID_REAL
2024-10-18,Bronx Medical Center,BX,10451,2,31,12,NYC_COVID_REAL
2024-10-18,Brooklyn Health Center,BK,11201,8,34,27,NYC_COVID_REAL
2024-10-18,Manhattan Hospital,MN,10001,2,30,13,NYC_COVID_REAL
2024-10-18,Queens Medical Center,QN,11101,2,15,25,NYC_COVID_REAL
2024-10-18,Staten Island Hospital,SI,10301,1,25,10,NYC_COVID_REAL
2024-10-19,Bronx Medical Center,BX,10451,2,24,8,NYC_COVID_REAL
2024-10-19,Brooklyn Health Center,BK,11201,4,25,31,NYC_COVID_REAL
2024-10-19,Manhattan Hospital,MN,10001,3,20,11,NYC_COVID_REAL
2024-10-19,Queens Medical Center,QN,11101,3,20,24,NYC_COVID_REAL
2024-10-19,Staten Island Hospital,SI,10301,2,30,5,NYC_COVID_REAL
2024-10-20,Bronx Medical Center,BX,10451,2,29,6,NYC_COVID_REAL
2024-10-20,Brooklyn Health Center,BK,11201,3,16,43,NYC_COVID_REAL
2024-10-20,Manhattan Hospital,MN,10001,2,28,14,NYC_COVID_REAL
2024-10-20,Queens Medical Center,QN,11101,2,31,24,NYC_COVID_REAL
2024-10-20,Staten Island Hospital,SI,10301,2,18,10,NYC_COVID_REAL
2024-10-21,Bronx Medical Center,BX,10451,1,29,12,NYC_COVID_REAL
2024-10-21,Brooklyn Health Center,BK,11201,8,35,53,NYC_COVID_REAL
2024-10-21,Manhattan Hospital,MN,10001,3,27,27,NYC_COVID_REAL
2024-10-21,Queens Medical Center,QN,11101,6,27,36,NYC_COVID_REAL
2024-10-21,Staten Island Hospital,SI,10301,5,24,12,NYC_COVID_REAL
2024-10-22,Bronx Medical Center,BX,10451,1,29,12,NYC_COVID_REAL
2024-10-22,Brooklyn Health Center,BK,11201,1,25,46,NYC_COVID_REAL
2024-10-22,Manhattan Hospital,MN,10001,3,31,16,NYC_COVID_REAL
2024-10-22,Queens Medical Center,QN,11101,1,22,22,NYC_COVID_REAL
2024-10-22,Staten Island Hospital,SI,10301,1,29,18,NYC_COVID_REAL
2024-10-23,Bronx Medical Center,BX,10451,5,19,19,NYC_COVID_REAL
2024-10-23,Brooklyn Health Center,BK,11201,9,27,48,NYC_COVID_REAL
2024-10-23,Manhattan Hospital,MN,10001,3,16,27,NYC_COVID_REAL
2024-10-23,Queens Medical Center,QN,11101,3,22,39,NYC_COVID_REAL
2024-10-23,Staten Island Hospital,SI,10301,1,27,11,NYC_COVID_REAL
2024-10-24,Bronx Medical Center,BX,10451,1,26,13,NYC_COVID_REAL
2024-10-24,Brooklyn Health Center,BK,11201,8,32,40,NYC_COVID_REAL
2024-10-24,Manhattan Hospital,MN,10001,4,25,20,NYC_COVID_REAL
2024-10-24,Queens Medical Center,QN,11101,6,22,33,NYC_COVID_REAL
2024-10-24,Staten Island Hospital,SI,10301,1,21,7,NYC_COVID_REAL
2024-10-25,Bronx Medical Center,BX,10451,1,15,12,NYC_COVID_REAL
2024-10-25,Brooklyn Health Center,BK,11201,11,30,31,NYC_COVID_REAL
2024-10-25,Manhattan Hospital,MN,10001,2,15,15,NYC_COVID_REAL
2024-10-25,Queens Medical Center,QN,11101,4,14,33,NYC_COVID_REAL
2024-10-25,Staten Island Hospital,SI,10301,2,17,10,NYC_COVID_REAL
2024-10-26,Bronx Medical Center,BX,10451,1,17,8,NYC_COVID_REAL
2024-10-26,Brooklyn Health Center,BK,11201,3,25,20,NYC_COVID_REAL
2024-10-26,Manhattan Hospital,MN,10001,5,21,12,NYC_COVID_REAL
2024-10-26,Queens Medical Center,QN,11101,3,20,8,NYC_COVID_REAL
2024-10-26,Staten Island Hospital,SI,10301,2,16,14,NYC_COVID_REAL
2024-10-27,Bronx Medical Center,BX,10451,1,20,9,NYC_COVID_REAL
2024-10-27,Brooklyn Health Center,BK,11201,3,25,33,NYC_COVID_REAL
2024-10-27,Manhattan Hospital,MN,10001,2,26,13,NYC_COVID_REAL
2024-10-27,Queens Medical Center,QN,11101,2,14,20,NYC_COVID_REAL
2024-10-27,Staten Island Hospital,SI,10301,5,28,15,NYC_COVID_REAL
2024-10-28,Bronx Medical Center,BX,10451,1,23,20,NYC_COVID_REAL
2024-10-28,Brooklyn Health Center,BK,11201,5,33,48,NYC_COVID_REAL
2024-10-28,Manhattan Hospital,MN,10001,3,32,12,NYC_COVID_REAL
2024-10-28,Queens Medical Center,QN,11101,8,32,39,NYC_COVID_REAL
2024-10-28,Staten Island Hospital,SI,10301,4,20,17,NYC_COVID_REAL
2024-10-29,Bronx Medical Center,BX,10451,3,13,14,NYC_COVID_REAL
2024-10-29,Brooklyn Health Center,BK,11201,4,19,41,NYC_COVID_REAL
2024-10-29,Manhattan Hospital,MN,10001,4,19,17,NYC_COVID_REAL
2024-10-29,Queens Medical Center,QN,11101,3,28,29,NYC_COVID_REAL
2024-10-29,Staten Island Hospital,SI,10301,2,24,9,NYC_COVID_REAL
2024-10-30,Bronx Medical Center,BX,10451,7,29,21,NYC_COVID_REAL
2024-10-30,Brooklyn Health Center,BK,11201,4,17,30,NYC_COVID_REAL
2024-10-30,Manhattan Hospital,MN,10001,3,26,21,NYC_COVID_REAL
2024-10-30,Queens Medical Center,QN,11101,7,30,24,NYC_COVID_REAL
2024-10-30,Staten Island Hospital,SI,10301,1,26,18,NYC_COVID_REAL
2024-10-31,Bronx Medical Center,BX,10451,6,32,20,NYC_COVID_REAL
2024-10-31,Brooklyn Health Center,BK,11201,7,31,43,NYC_COVID_REAL
2024-10-31,Manhattan Hospital,MN,10001,1,22,21,NYC_COVID_REAL
2024-10-31,Queens Medical Center,QN,11101,3,13,27,NYC_COVID_REAL
2024-10-31,Staten Island Hospital,SI,10301,1,24,9,NYC_COVID_REAL
2024-11-01,Bronx Medical Center,BX,10451,1,29,13,NYC_COVID_REAL
2024-11-01,Brooklyn Health Center,BK,11201,3,22,32,NYC_COVID_REAL
2024-11-01,Manhattan Hospital,MN,10001,2,28,20,NYC_COVID_REAL
2024-11-01,Queens Medical Center,QN,11101,6,18,28,NYC_COVID_REAL
2024-11-01,Staten Island Hospital,SI,10301,2,18,14,NYC_COVID_REAL
2024-11-02,Bronx Medical Center,BX,10451,1,24,9,NYC_COVID_REAL
2024-11-02,Brooklyn Health Center,BK,11201,2,31,16,NYC_COVID_REAL
2024-11-02,Manhattan Hospital,MN,10001,1,13,14,NYC_COVID_REAL
2024-11-02,Queens Medical Center,QN,11101,3,26,20,NYC_COVID_REAL
2024-11-02,Staten Island Hospital,SI,10301,1,17,8,NYC_COVID_REAL
2024-11-03,Bronx Medical Center,BX,10451,4,29,10,NYC_COVID_REAL
2024-11-03,Brooklyn Health Center,BK,11201,4,26,28,NYC_COVID_REAL
2024-11-03,Manhattan Hospital,MN,10001,3,24,12,NYC_COVID_REAL
2024-11-03,Queens Medical Center,QN,11101,1,15,12,NYC_COVID_REAL
2024-11-03,Staten Island Hospital,SI,10301,1,18,7,NYC_COVID_REAL
2024-11-04,Bronx Medical Center,BX,10451,2,20,10,NYC_COVID_REAL
2024-11-04,Brooklyn Health Center,BK,11201,5,34,49,NYC_COVID_REAL
2024-11-04,Manhattan Hospital,MN,10001,1,30,16,NYC_COVID_REAL
2024-11-04,Queens Medical Center,QN,11101,5,18,30,NYC_COVID_REAL
2024-11-04,Staten Island Hospital,SI,10301,4,32,16,NYC_COVID_REAL
2024-11-05,Bronx Medical Center,BX,10451,1,17,15,NYC_COVID_REAL
2024-11-05,Brooklyn Health Center,BK,11201,9,25,34,NYC_COVID_REAL
2024-11-05,Manhattan Hospital,MN,10001,1,20,15,NYC_COVID_REAL
2024-11-05,Queens Medical Center,QN,11101,3,15,19,NYC_COVID_REAL
2024-11-05,Staten Island Hospital,SI,10301,4,16,6,NYC_COVID_REAL
2024-11-06,Bronx Medical Center,BX,10451,1,24,13,NYC_COVID_REAL
2024-11-06,Brooklyn Health Center,BK,11201,5,16,35,NYC_COVID_REAL
2024-11-06,Manhattan Hospital,MN,10001,1,16,12,NYC_COVID_REAL
2024-11-06,Queens Medical Center,QN,11101,3,27,18,NYC_COVID_REAL
2024-11-06,Staten Island Hospital,SI,10301,1,23,10,NYC_COVID_REAL
2024-11-07,Bronx Medical Center,BX,10451,1,21,14,NYC_COVID_REAL
2024-11-07,Brooklyn Health Center,BK,11201,5,20,51,NYC_COVID_REAL
2024-11-07,Manhattan Hospital,MN,10001,6,27,16,NYC_COVID_REAL
2024-11-07,Queens Medical Center,QN,11101,4,30,24,NYC_COVID_REAL
2024-11-07,Staten Island Hospital,SI,10301,1,27,8,NYC_COVID_REAL
2024-11-08,Bronx Medical Center,BX,10451,4,25,11,NYC_COVID_REAL
2024-11-08,Brooklyn Health Center,BK,11201,2,26,31,NYC_COVID_REAL
2024-11-08,Manhattan Hospital,MN,10001,2,31,19,NYC_COVID_REAL
2024-11-08,Queens Medical Center,QN,11101,4,32,17,NYC_COVID_REAL
2024-11-08,Staten Island Hospital,SI,10301,3,29,8,NYC_COVID_REAL
2024-11-09,Bronx Medical Center,BX,10451,2,24,8,NYC_COVID_REAL
2024-11-09,Brooklyn Health Center,BK,11201,5,23,15,NYC_COVID_REAL
2024-11-09,Manhattan Hospital,MN,10001,1,18,10,NYC_COVID_REAL
2024-11-09,Queens Medical Center,QN,11101,4,27,16,NYC_COVID_REAL
2024-11-09,Staten Island Hospital,SI,10301,1,14,7,NYC_COVID_REAL
2024-11-10,Bronx Medical Center,BX,10451,1,30,10,NYC_COVID_REAL
2024-11-10,Brooklyn Health Center,BK,11201,2,13,27,NYC_COVID_REAL
2024-11-10,Manhattan Hospital,MN,10001,3,17,6,NYC_COVID_REAL
2024-11-10,Queens Medical Center,QN,11101,5,16,16,NYC_COVID_REAL
2024-11-10,Staten Island Hospital,SI,10301,1,25,3,NYC_COVID_REAL
2024-11-11,Bronx Medical Center,BX,10451,4,29,18,NYC_COVID_REAL
2024-11-11,Brooklyn Health Center,BK,11201,8,19,52,NYC_COVID_REAL
2024-11-11,Manhattan Hospital,MN,10001,1,19,11,NYC_COVID_REAL
2024-11-11,Queens Medical Center,QN,11101,7,27,24,NYC_COVID_REAL
2024-11-11,Staten Island Hospital,SI,10301,1,23,8,NYC_COVID_REAL
2024-11-12,Bronx Medical Center,BX,10451,1,24,10,NYC_COVID_REAL
2024-11-12,Brooklyn Health Center,BK,11201,6,26,50,NYC_COVID_REAL
2024-11-12,Manhattan Hospital,MN,10001,4,31,11,NYC_COVID_REAL
2024-11-12,Queens Medical Center,QN,11101,4,21,36,NYC_COVID_REAL
2024-11-12,Staten Island Hospital,SI,10301,3,31,13,NYC_COVID_REAL
2024-11-13,Bronx Medical Center,BX,10451,4,14,10,NYC_COVID_REAL
2024-11-13,Brooklyn Health Center,BK,11201,4,23,45,NYC_COVID_REAL
2024-11-13,Manhattan Hospital,MN,10001,1,18,19,NYC_COVID_REAL
2024-11-13,Queens Medical Center,QN,11101,4,16,19,NYC_COVID_REAL
2024-11-13,Staten Island Hospital,SI,10301,1,24,8,NYC_COVID_REAL
2024-11-14,Bronx Medical Center,BX,10451,1,24,11,NYC_COVID_REAL
2024-11-14,Brooklyn Health Center,BK,11201,6,24,33,NYC_COVID_REAL
2024-11-14,Manhattan Hospital,MN,10001,1,12,11,NYC_COVID_REAL
2024-11-14,Queens Medical Center,QN,11101,3,27,23,NYC_COVID_REAL
2024-11-14,Staten Island Hospital,SI,10301,2,13,8,NYC_COVID_REAL
2024-11-15,Bronx Medical Center,BX,10451,1,24,13,NYC_COVID_REAL
2024-11-15,Brooklyn Health Center,BK,11201,4,25,35,NYC_COVID_REAL
2024-11-15,Manhattan Hospital,MN,10001,1,21,17,NYC_COVID_REAL
2024-11-15,Queens Medical Center,QN,11101,2,28,19,NYC_COVID_REAL
2024-11-15,Staten Island Hospital,SI,10301,1,19,7,NYC_COVID_REAL
2024-11-16,Bronx Medical Center,BX,10451,1,12,5,NYC_COVID_REAL
2024-11-16,Brooklyn Health Center,BK,11201,3,14,12,NYC_COVID_REAL
2024-11-16,Manhattan Hospital,MN,10001,5,30,11,NYC_COVID_REAL
2024-11-16,Queens Medical Center,QN,11101,2,23,19,NYC_COVID_REAL
2024-11-16,Staten Island Hospital,SI,10301,1,28,3,NYC_COVID_REAL
2024-11-17,Bronx Medical Center,BX,10451,1,21,11,NYC_COVID_REAL
2024-11-17,Brooklyn Health Center,BK,11201,5,28,30,NYC_COVID_REAL
2024-11-17,Manhattan Hospital,MN,10001,4,14,11,NYC_COVID_REAL
2024-11-17,Queens Medical Center,QN,11101,1,27,13,NYC_COVID_REAL
2024-11-17,Staten Island Hospital,SI,10301,1,14,16,NYC_COVID_REAL
2024-11-18,Bronx Medical Center,BX,10451,1,29,8,NYC_COVID_REAL
2024-11-18,Brooklyn Health Center,BK,11201,5,15,48,NYC_COVID_REAL
2024-11-18,Manhattan Hospital,MN,10001,2,31,19,NYC_COVID_REAL
2024-11-18,Queens Medical Center,QN,11101,5,19,27,NYC_COVID_REAL
2024-11-18,Staten Island Hospital,SI,10301,1,26,9,NYC_COVID_REAL
2024-11-19,Bronx Medical Center,BX,10451,1,19,19,NYC_COVID_REAL
2024-11-19,Brooklyn Health Center,BK,11201,7,20,51,NYC_COVID_REAL
2024-11-19,Manhattan Hospital,MN,10001,1,22,13,NYC_COVID_REAL
2024-11-19,Queens Medical Center,QN,11101,3,28,24,NYC_COVID_REAL
2024-11-19,Staten Island Hospital,SI,10301,2,24,10,NYC_COVID_REAL
2024-11-20,Bronx Medical Center,BX,10451,1,20,12,NYC_COVID_REAL
2024-11-20,Brooklyn Health Center,BK,11201,7,24,35,NYC_COVID_REAL
2024-11-20,Manhattan Hospital,MN,10001,1,13,12,NYC_COVID_REAL
2024-11-20,Queens Medical Center,QN,11101,2,19,29,NYC_COVID_REAL
2024-11-20,Staten Island Hospital,SI,10301,2,17,1,NYC_COVID_REAL
2024-11-21,Bronx Medical Center,BX,10451,1,22,15,NYC_COVID_REAL
2024-11-21,Brooklyn Health Center,BK,11201,6,34,47,NYC_COVID_REAL
2024-11-21,Manhattan Hospital,MN,10001,1,18,13,NYC_COVID_REAL
2024-11-21,Queens Medical Center,QN,11101,2,13,29,NYC_COVID_REAL
2024-11-21,Staten Island Hospital,SI,10301,1,21,5,NYC_COVID_REAL
2024-11-22,Bronx Medical Center,BX,10451,2,28,8,NYC_COVID_REAL
2024-11-22,Brooklyn Health Center,BK,11201,6,19,39,NYC_COVID_REAL
2024-11-22,Manhattan Hospital,MN,10001,2,13,6,NYC_COVID_REAL
2024-11-22,Queens Medical Center,QN,11101,5,29,19,NYC_COVID_REAL
2024-11-22,Staten Island Hospital,SI,10301,3,17,7,NYC_COVID_REAL
2024-11-23,Bronx Medical Center,BX,10451,4,20,15,NYC_COVID_REAL
2024-11-23,Brooklyn Health Center,BK,11201,1,26,24,NYC_COVID_REAL
2024-11-23,Manhattan Hospital,MN,10001,1,17,6,NYC_COVID_REAL
2024-11-23,Queens Medical Center,QN,11101,2,26,21,NYC_COVID_REAL
2024-11-23,Staten Island Hospital,SI,10301,1,30,8,NYC_COVID_REAL
2024-11-24,Bronx Medical Center,BX,10451,3,26,8,NYC_COVID_REAL
2024-11-24,Brooklyn Health Center,BK,11201,6,23,43,NYC_COVID_REAL
2024-11-24,Manhattan Hospital,MN,10001,4,17,11,NYC_COVID_REAL
2024-11-24,Queens Medical Center,QN,11101,2,24,18,NYC_COVID_REAL
2024-11-24,Staten Island Hospital,SI,10301,2,15,4,NYC_COVID_REAL
2024-11-25,Bronx Medical Center,BX,10451,1,13,13,NYC_COVID_REAL
2024-11-25,Brooklyn Health Center,BK,11201,2,31,49,NYC_COVID_REAL
2024-11-25,Manhattan Hospital,MN,10001,4,14,17,NYC_COVID_REAL
2024-11-25,Queens Medical Center,QN,11101,2,25,30,NYC_COVID_REAL
2024-11-25,Staten Island Hospital,SI,10301,1,16,7,NYC_COVID_REAL
2024-11-26,Bronx Medical Center,BX,10451,2,19,14,NYC_COVID_REAL
2024-11-26,Brooklyn Health Center,BK,11201,4,15,41,NYC_COVID_REAL
2024-11-26,Manhattan Hospital,MN,10001,1,19,13,NYC_COVID_REAL
2024-11-26,Queens Medical Center,QN,11101,2,20,27,NYC_COVID_REAL
2024-11-26,Staten Island Hospital,SI,10301,3,15,12,NYC_COVID_REAL
2024-11-27,Bronx Medical Center,BX,10451,5,16,13,NYC_COVID_REAL
2024-11-27,Brooklyn Health Center,BK,11201,6,19,44,NYC_COVID_REAL
2024-11-27,Manhattan Hospital,MN,10001,2,27,18,NYC_COVID_REAL
2024-11-27,Queens Medical Center,QN,11101,2,21,24,NYC_COVID_REAL
2024-11-27,Staten Island Hospital,SI,10301,1,11,8,NYC_COVID_REAL
2024-11-28,Bronx Medical Center,BX,10451,2,16,9,NYC_COVID_REAL
2024-11-28,Brooklyn Health Center,BK,11201,2,26,20,NYC_COVID_REAL
2024-11-28,Manhattan Hospital,MN,10001,1,16,4,NYC_COVID_REAL
2024-11-28,Queens Medical Center,QN,11101,4,17,22,NYC_COVID_REAL
2024-11-28,Staten Island Hospital,SI,10301,1,22,4,NYC_COVID_REAL
2024-11-29,Bronx Medical Center,BX,10451,2,27,10,NYC_COVID_REAL
2024-11-29,Brooklyn Health Center,BK,11201,8,32,28,NYC_COVID_REAL
2024-11-29,Manhattan Hospital,MN,10001,1,20,11,NYC_COVID_REAL
2024-11-29,Queens Medical Center,QN,11101,4,15,19,NYC_COVID_REAL
2024-11-29,Staten Island Hospital,SI,10301,1,21,14,NYC_COVID_REAL
2024-11-30,Bronx Medical Center,BX,10451,4,23,16,NYC_COVID_REAL
2024-11-30,Brooklyn Health Center,BK,11201,1,22,24,NYC_COVID_REAL
2024-11-30,Manhattan Hospital,MN,10001,1,30,9,NYC_COVID_REAL
2024-11-30,Queens Medical Center,QN,11101,2,29,25,NYC_COVID_REAL
2024-11-30,Staten Island Hospital,SI,10301,2,15,6,NYC_COVID_REAL
2024-12-01,Bronx Medical Center,BX,10451,3,18,8,NYC_COVID_REAL
2024-12-01,Brooklyn Health Center,BK,11201,4,17,36,NYC_COVID_REAL
2024-12-01,Manhattan Hospital,MN,10001,1,23,14,NYC_COVID_REAL
2024-12-01,Queens Medical Center,QN,11101,4,21,16,NYC_COVID_REAL
2024-12-01,Staten Island Hospital,SI,10301,1,13,9,NYC_COVID_REAL
2024-12-02,Bronx Medical Center,BX,10451,1,17,28,NYC_COVID_REAL
2024-12-02,Brooklyn Health Center,BK,11201,7,22,46,NYC_COVID_REAL
2024-12-02,Manhattan Hospital,MN,10001,3,29,27,NYC_COVID_REAL
2024-12-02,Queens Medical Center,QN,11101,4,17,36,NYC_COVID_REAL
2024-12-02,Staten Island Hospital,SI,10301,3,17,12,NYC_COVID_REAL
2024-12-03,Bronx Medical Center,BX,10451,3,13,28,NYC_COVID_REAL
