date,hospital_name,borough,zip_code,er_visits_respiratory,total_er_visits
2024-07-13,Mount Sinai Hospital,Manhattan,18984,39,179
2024-07-13,NYU Langone Health,Manhattan,11632,45,133
2024-07-13,NewYork-Presbyterian,Manhattan,15222,44,97
2024-07-13,Jamaica Hospital,Queens,14842,45,148
2024-07-13,Queens Hospital Center,Queens,16491,65,178
2024-07-13,Elmhurst Hospital,Queens,12775,35,112
2024-07-13,Richmond University Medical Center,Staten Island,11217,41,111
2024-07-13,Staten Island University Hospital,Staten Island,12528,27,85
2024-07-14,Bronx-Lebanon Hospital,Bronx,17476,54,186
2024-07-14,St. Barnabas Hospital,Bronx,17935,42,165
2024-07-14,Montefiore Medical Center,Bronx,18481,47,133
2024-07-14,Brooklyn Methodist Hospital,Brooklyn,19231,61,133
2024-07-14,Kings County Hospital,Brooklyn,14838,43,100
2024-07-14,Maimonides Medical Center,Brooklyn,12669,32,115
2024-07-14,Mount Sinai Hospital,Manhattan,13334,29,176
2024-07-14,NYU Langone Health,Manhattan,15817,51,191
2024-07-14,NewYork-Presbyterian,Manhattan,19780,48,180
2024-07-14,Jamaica Hospital,Queens,18996,68,135
2024-07-14,Queens Hospital Center,Queens,19019,38,128
2024-07-14,Elmhurst Hospital,Queens,18208,69,158
2024-07-14,Richmond University Medical Center,Staten Island,14740,29,148
2024-07-14,Staten Island University Hospital,Staten Island,11248,34,132
2024-07-15,Bronx-Lebanon Hospital,Bronx,12200,59,150
2024-07-15,St. Barnabas Hospital,Bronx,13404,48,145
2024-07-15,Montefiore Medical Center,Bronx,17961,62,131
2024-07-15,Brooklyn Methodist Hospital,Brooklyn,13828,41,154
2024-07-15,Kings County Hospital,Brooklyn,18778,63,127
2024-07-15,Maimonides Medical Center,Brooklyn,17434,90,174
2024-07-15,Mount Sinai Hospital,Manhattan,16390,53,106
2024-07-15,NYU Langone Health,Manhattan,19700,29,133
2024-07-15,NewYork-Presbyterian,Manhattan,13435,48,166
2024-07-15,Jamaica Hospital,Queens,11383,69,170
2024-07-15,Queens Hospital Center,Queens,16409,80,163
2024-07-15,Elmhurst Hospital,Queens,12890,36,91
2024-07-15,Richmond University Medical Center,Staten Island,11151,50,114
2024-07-15,Staten Island University Hospital,Staten Island,12546,36,158
2024-07-16,Bronx-Lebanon Hospital,Bronx,16041,55,155
2024-07-16,St. Barnabas Hospital,Bronx,11323,35,144
2024-07-16,Montefiore Medical Center,Bronx,18281,65,186
2024-07-16,Brooklyn Methodist Hospital,Brooklyn,17232,42,170
2024-07-16,Kings County Hospital,Brooklyn,19843,40,188
2024-07-16,Maimonides Medical Center,Brooklyn,15341,34,167
2024-07-16,Mount Sinai Hospital,Manhattan,16227,50,189
2024-07-16,NYU Langone Health,Manhattan,13498,27,91
2024-07-16,NewYork-Presbyterian,Manhattan,11495,58,177
2024-07-16,Jamaica Hospital,Queens,15436,93,204
2024-07-16,Queens Hospital Center,Queens,14522,72,213
2024-07-16,Elmhurst Hospital,Queens,11895,51,171
2024-07-16,Richmond University Medical Center,Staten Island,12820,52,167
2024-07-16,Staten Island University Hospital,Staten Island,17862,43,150
2024-07-17,Bronx-Lebanon Hospital,Bronx,12903,29,176
2024-07-17,St. Barnabas Hospital,Bronx,11240,24,75
2024-07-17,Montefiore Medical Center,Bronx,15987,32,141
2024-07-17,Brooklyn Methodist Hospital,Brooklyn,16208,38,101
2024-07-17,Kings County Hospital,Brooklyn,14907,50,173
2024-07-17,Maimonides Medical Center,Brooklyn,11405,81,211
2024-07-17,Mount Sinai Hospital,Manhattan,11763,42,159
2024-07-17,NYU Langone Health,Manhattan,14837,36,92
2024-07-17,NewYork-Presbyterian,Manhattan,15583,65,150
2024-07-17,Jamaica Hospital,Queens,13709,55,116
2024-07-17,Queens Hospital Center,Queens,17442,73,144
2024-07-17,Elmhurst Hospital,Queens,14571,57,147
2024-07-17,Richmond University Medical Center,Staten Island,14295,33,129
2024-07-17,Staten Island University Hospital,Staten Island,16138,51,140
2024-07-18,Bronx-Lebanon Hospital,Bronx,14439,35,119
2024-07-18,St. Barnabas Hospital,Bronx,17020,35,166
2024-07-18,Montefiore Medical Center,Bronx,16580,68,129
2024-07-18,Brooklyn Methodist Hospital,Brooklyn,16477,29,89
2024-07-18,Kings County Hospital,Brooklyn,12381,57,159
2024-07-18,Maimonides Medical Center,Brooklyn,11819,49,181
2024-07-18,Mount Sinai Hospital,Manhattan,15490,56,125
2024-07-18,NYU Langone Health,Manhattan,11220,63,134
2024-07-18,NewYork-Presbyterian,Manhattan,19244,63,144
2024-07-18,Jamaica Hospital,Queens,13918,81,204
2024-07-18,Queens Hospital Center,Queens,12038,34,98
2024-07-18,Elmhurst Hospital,Queens,17863,51,140
2024-07-18,Richmond University Medical Center,Staten Island,12217,36,140
2024-07-18,Staten Island University Hospital,Staten Island,16240,24,94
2024-07-19,Bronx-Lebanon Hospital,Bronx,14714,26,112
2024-07-19,St. Barnabas Hospital,Bronx,16604,22,101
2024-07-19,Montefiore Medical Center,Bronx,18543,42,159
2024-07-19,Brooklyn Methodist Hospital,Brooklyn,16932,68,166
2024-07-19,Kings County Hospital,Brooklyn,15668,57,153
2024-07-19,Maimonides Medical Center,Brooklyn,14699,49,123
2024-07-19,Mount Sinai Hospital,Manhattan,17984,38,99
2024-07-19,NYU Langone Health,Manhattan,16707,21,131
2024-07-19,NewYork-Presbyterian,Manhattan,19165,58,170
2024-07-19,Jamaica Hospital,Queens,13096,81,213
2024-07-19,Queens Hospital Center,Queens,18067,69,170
2024-07-19,Elmhurst Hospital,Queens,16237,45,138
2024-07-19,Richmond University Medical Center,Staten Island,13690,29,173
2024-07-19,Staten Island University Hospital,Staten Island,16447,24,82
2024-07-20,Bronx-Lebanon Hospital,Bronx,12174,20,101
2024-07-20,St. Barnabas Hospital,Bronx,16939,53,186
2024-07-20,Montefiore Medical Center,Bronx,11466,55,106
2024-07-20,Brooklyn Methodist Hospital,Brooklyn,12282,34,87
2024-07-20,Kings County Hospital,Brooklyn,15338,33,105
2024-07-20,Maimonides Medical Center,Brooklyn,15947,28,97
2024-07-20,Mount Sinai Hospital,Manhattan,12647,23,95
2024-07-20,NYU Langone Health,Manhattan,19708,25,140
2024-07-20,NewYork-Presbyterian,Manhattan,13791,48,154
2024-07-20,Jamaica Hospital,Queens,12941,42,172
2024-07-20,Queens Hospital Center,Queens,15836,62,130
2024-07-20,Elmhurst Hospital,Queens,19821,63,206
2024-07-20,Richmond University Medical Center,Staten Island,19588,41,161
2024-07-20,Staten Island University Hospital,Staten Island,18583,16,94
2024-07-21,Bronx-Lebanon Hospital,Bronx,11531,57,149
2024-07-21,St. Barnabas Hospital,Bronx,14204,41,134
2024-07-21,Montefiore Medical Center,Bronx,13542,25,167
2024-07-21,Brooklyn Methodist Hospital,Brooklyn,16349,28,94
2024-07-21,Kings County Hospital,Brooklyn,14252,60,133
2024-07-21,Maimonides Medical Center,Brooklyn,14598,62,112
2024-07-21,Mount Sinai Hospital,Manhattan,11406,45,158
2024-07-21,NYU Langone Health,Manhattan,12117,49,164
2024-07-21,NewYork-Presbyterian,Manhattan,14371,26,90
2024-07-21,Jamaica Hospital,Queens,17348,78,190
2024-07-21,Queens Hospital Center,Queens,14799,63,123
2024-07-21,Elmhurst Hospital,Queens,19784,41,190
2024-07-21,Richmond University Medical Center,Staten Island,13404,34,143
2024-07-21,Staten Island University Hospital,Staten Island,11173,45,130
2024-07-22,Bronx-Lebanon Hospital,Bronx,12237,67,168
2024-07-22,St. Barnabas Hospital,Bronx,19765,56,119
2024-07-22,Montefiore Medical Center,Bronx,11205,54,182
2024-07-22,Brooklyn Methodist Hospital,Brooklyn,18481,74,202
2024-07-22,Kings County Hospital,Brooklyn,19867,59,156
2024-07-22,Maimonides Medical Center,Brooklyn,14092,83,194
2024-07-22,Mount Sinai Hospital,Manhattan,12613,40,167
2024-07-22,NYU Langone Health,Manhattan,18447,73,136
2024-07-22,NewYork-Presbyterian,Manhattan,15179,61,191
2024-07-22,Jamaica Hospital,Queens,12392,58,135
2024-07-22,Queens Hospital Center,Queens,14650,86,154
2024-07-22,Elmhurst Hospital,Queens,11998,53,142
2024-07-22,Richmond University Medical Center,Staten Island,18100,52,201
2024-07-22,Staten Island University Hospital,Staten Island,19862,29,112
2024-07-23,Bronx-Lebanon Hospital,Bronx,12092,54,164
2024-07-23,St. Barnabas Hospital,Bronx,18730,49,146
2024-07-23,Montefiore Medical Center,Bronx,14303,51,174
2024-07-23,Brooklyn Methodist Hospital,Brooklyn,18054,36,116
2024-07-23,Kings County Hospital,Brooklyn,14152,68,145
2024-07-23,Maimonides Medical Center,Brooklyn,13803,81,208
2024-07-23,Mount Sinai Hospital,Manhattan,15303,49,118
2024-07-23,NYU Langone Health,Manhattan,15222,56,185
2024-07-23,NewYork-Presbyterian,Manhattan,19483,33,104
2024-07-23,Jamaica Hospital,Queens,17348,42,113
2024-07-23,Queens Hospital Center,Queens,13075,79,167
2024-07-23,Elmhurst Hospital,Queens,14757,57,113
2024-07-23,Richmond University Medical Center,Staten Island,12230,18,155
2024-07-23,Staten Island University Hospital,Staten Island,16779,30,172
2024-07-24,Bronx-Lebanon Hospital,Bronx,11685,52,194
2024-07-24,St. Barnabas Hospital,Bronx,13438,34,174
2024-07-24,Montefiore Medical Center,Bronx,11470,23,133
2024-07-24,Brooklyn Methodist Hospital,Brooklyn,13869,94,215
2024-07-24,Kings County Hospital,Brooklyn,12313,94,159
2024-07-24,Maimonides Medical Center,Brooklyn,15201,96,217
2024-07-24,Mount Sinai Hospital,Manhattan,18144,23,144
2024-07-24,NYU Langone Health,Manhattan,17184,48,107
2024-07-24,NewYork-Presbyterian,Manhattan,12632,45,154
2024-07-24,Jamaica Hospital,Queens,15247,41,106
2024-07-24,Queens Hospital Center,Queens,15224,84,192
2024-07-24,Elmhurst Hospital,Queens,12041,41,170
2024-07-24,Richmond University Medical Center,Staten Island,15790,48,168
2024-07-24,Staten Island University Hospital,Staten Island,15667,42,102
2024-07-25,Bronx-Lebanon Hospital,Bronx,12785,62,201
2024-07-25,St. Barnabas Hospital,Bronx,16032,45,124
2024-07-25,Montefiore Medical Center,Bronx,12435,64,196
2024-07-25,Brooklyn Methodist Hospital,Brooklyn,17034,30,114
2024-07-25,Kings County Hospital,Brooklyn,16874,51,116
2024-07-25,Maimonides Medical Center,Brooklyn,16532,74,147
2024-07-25,Mount Sinai Hospital,Manhattan,19637,56,143
2024-07-25,NYU Langone Health,Manhattan,16316,54,161
2024-07-25,NewYork-Presbyterian,Manhattan,16116,35,127
2024-07-25,Jamaica Hospital,Queens,19131,55,143
2024-07-25,Queens Hospital Center,Queens,17369,86,159
2024-07-25,Elmhurst Hospital,Queens,12175,57,174
2024-07-25,Richmond University Medical Center,Staten Island,11514,36,156
2024-07-25,Staten Island University Hospital,Staten Island,16533,20,123
2024-07-26,Bronx-Lebanon Hospital,Bronx,16704,28,100
2024-07-26,St. Barnabas Hospital,Bronx,14996,38,138
2024-07-26,Montefiore Medical Center,Bronx,12262,29,100
2024-07-26,Brooklyn Methodist Hospital,Brooklyn,19825,71,139
2024-07-26,Kings County Hospital,Brooklyn,15451,64,152
2024-07-26,Maimonides Medical Center,Brooklyn,15230,35,142
2024-07-26,Mount Sinai Hospital,Manhattan,18646,36,102
2024-07-26,NYU Langone Health,Manhattan,15409,34,120
2024-07-26,NewYork-Presbyterian,Manhattan,18132,42,118
2024-07-26,Jamaica Hospital,Queens,12271,81,184
2024-07-26,Queens Hospital Center,Queens,14427,52,200
2024-07-26,Elmhurst Hospital,Queens,16757,72,220
2024-07-26,Richmond University Medical Center,Staten Island,14890,42,94
2024-07-26,Staten Island University Hospital,Staten Island,11906,22,120
2024-07-27,Bronx-Lebanon Hospital,Bronx,16627,23,75
2024-07-27,St. Barnabas Hospital,Bronx,17917,29,155
2024-07-27,Montefiore Medical Center,Bronx,11626,50,171
2024-07-27,Brooklyn Methodist Hospital,Brooklyn,12436,46,109
2024-07-27,Kings County Hospital,Brooklyn,12468,35,100
2024-07-27,Maimonides Medical Center,Brooklyn,13278,32,149
2024-07-27,Mount Sinai Hospital,Manhattan,12028,25,125
2024-07-27,NYU Langone Health,Manhattan,15944,47,191
2024-07-27,NewYork-Presbyterian,Manhattan,16789,43,156
2024-07-27,Jamaica Hospital,Queens,15269,60,203
2024-07-27,Queens Hospital Center,Queens,16709,54,178
2024-07-27,Elmhurst Hospital,Queens,14870,54,196
2024-07-27,Richmond University Medical Center,Staten Island,16808,36,165
2024-07-27,Staten Island University Hospital,Staten Island,19396,47,162
2024-07-28,Bronx-Lebanon Hospital,Bronx,16333,32,155
2024-07-28,St. Barnabas Hospital,Bronx,12422,44,143
2024-07-28,Montefiore Medical Center,Bronx,12740,43,123
2024-07-28,Brooklyn Methodist Hospital,Brooklyn,14379,38,88
2024-07-28,Kings County Hospital,Brooklyn,16657,73,131
2024-07-28,Maimonides Medical Center,Brooklyn,15242,49,111
2024-07-28,Mount Sinai Hospital,Manhattan,18991,44,122
2024-07-28,NYU Langone Health,Manhattan,17752,29,146
2024-07-28,NewYork-Presbyterian,Manhattan,15910,37,182
2024-07-28,Jamaica Hospital,Queens,15161,53,128
2024-07-28,Queens Hospital Center,Queens,16092,38,174
2024-07-28,Elmhurst Hospital,Queens,15716,64,169
2024-07-28,Richmond University Medical Center,Staten Island,19060,31,115
2024-07-28,Staten Island University Hospital,Staten Island,15542,50,198
2024-07-29,Bronx-Lebanon Hospital,Bronx,13781,67,135
2024-07-29,St. Barnabas Hospital,Bronx,19641,59,208
2024-07-29,Montefiore Medical Center,Bronx,11939,33,175
2024-07-29,Brooklyn Methodist Hospital,Brooklyn,16225,54,201
2024-07-29,Kings County Hospital,Brooklyn,19612,34,172
2024-07-29,Maimonides Medical Center,Brooklyn,17088,95,152
2024-07-29,Mount Sinai Hospital,Manhattan,11689,66,214
2024-07-29,NYU Langone Health,Manhattan,17786,63,164
2024-07-29,NewYork-Presbyterian,Manhattan,18967,42,105
2024-07-29,Jamaica Hospital,Queens,18575,72,165
2024-07-29,Queens Hospital Center,Queens,15747,86,192
2024-07-29,Elmhurst Hospital,Queens,17365,76,164
2024-07-29,Richmond University Medical Center,Staten Island,13597,20,165
2024-07-29,Staten Island University Hospital,Staten Island,16982,30,140
2024-07-30,Bronx-Lebanon Hospital,Bronx,17568,27,149
2024-07-30,St. Barnabas Hospital,Bronx,16611,24,104
2024-07-30,Montefiore Medical Center,Bronx,12970,27,108
2024-07-30,Brooklyn Methodist Hospital,Brooklyn,13535,63,181
2024-07-30,Kings County Hospital,Brooklyn,14250,52,102
2024-07-30,Maimonides Medical Center,Brooklyn,12277,31,84
2024-07-30,Mount Sinai Hospital,Manhattan,18930,27,78
2024-07-30,NYU Langone Health,Manhattan,16191,34,86
2024-07-30,NewYork-Presbyterian,Manhattan,16480,43,97
2024-07-30,Jamaica Hospital,Queens,14592,88,196
2024-07-30,Queens Hospital Center,Queens,17872,69,200
2024-07-30,Elmhurst Hospital,Queens,14022,57,131
2024-07-30,Richmond University Medical Center,Staten Island,19689,47,127
2024-07-30,Staten Island University Hospital,Staten Island,16934,51,144
2024-07-31,Bronx-Lebanon Hospital,Bronx,19882,50,188
2024-07-31,St. Barnabas Hospital,Bronx,14719,47,163
2024-07-31,Montefiore Medical Center,Bronx,15427,64,160
2024-07-31,Brooklyn Methodist Hospital,Brooklyn,12096,69,139
2024-07-31,Kings County Hospital,Brooklyn,16835,90,231
2024-07-31,Maimonides Medical Center,Brooklyn,18158,50,124
2024-07-31,Mount Sinai Hospital,Manhattan,17089,46,101
2024-07-31,NYU Langone Health,Manhattan,12530,35,184
2024-07-31,NewYork-Presbyterian,Manhattan,16122,29,96
2024-07-31,Jamaica Hospital,Queens,13847,40,116
2024-07-31,Queens Hospital Center,Queens,13266,81,139
2024-07-31,Elmhurst Hospital,Queens,16042,68,132
2024-07-31,Richmond University Medical Center,Staten Island,11503,34,108
2024-07-31,Staten Island University Hospital,Staten Island,14516,40,143
2024-08-01,Bronx-Lebanon Hospital,Bronx,14386,26,144
2024-08-01,St. Barnabas Hospital,Bronx,18738,50,177
2024-08-01,Montefiore Medical Center,Bronx,15434,47,118
2024-08-01,Brooklyn Methodist Hospital,Brooklyn,15429,73,156
2024-08-01,Kings County Hospital,Brooklyn,19242,82,181
2024-08-01,Maimonides Medical Center,Brooklyn,18373,46,171
2024-08-01,Mount Sinai Hospital,Manhattan,12666,51,175
2024-08-01,NYU Langone Health,Manhattan,17675,29,119
2024-08-01,NewYork-Presbyterian,Manhattan,16457,44,152
2024-08-01,Jamaica Hospital,Queens,12156,27,137
2024-08-01,Queens Hospital Center,Queens,11830,63,129
2024-08-01,Elmhurst Hospital,Queens,14890,74,170
2024-08-01,Richmond University Medical Center,Staten Island,11604,48,189
2024-08-01,Staten Island University Hospital,Staten Island,15985,48,192
2024-08-02,Bronx-Lebanon Hospital,Bronx,11738,50,185
2024-08-02,St. Barnabas Hospital,Bronx,19321,40,131
2024-08-02,Montefiore Medical Center,Bronx,11968,29,98
2024-08-02,Brooklyn Methodist Hospital,Brooklyn,11440,48,119
2024-08-02,Kings County Hospital,Brooklyn,15707,58,156
2024-08-02,Maimonides Medical Center,Brooklyn,13796,60,117
2024-08-02,Mount Sinai Hospital,Manhattan,17572,60,137
2024-08-02,NYU Langone Health,Manhattan,19899,48,162
2024-08-02,NewYork-Presbyterian,Manhattan,16037,33,142
2024-08-02,Jamaica Hospital,Queens,16487,54,197
2024-08-02,Queens Hospital Center,Queens,11514,47,127
2024-08-02,Elmhurst Hospital,Queens,15895,47,192
2024-08-02,Richmond University Medical Center,Staten Island,12101,23,142
2024-08-02,Staten Island University Hospital,Staten Island,16045,45,182
2024-08-03,Bronx-Lebanon Hospital,Bronx,16997,60,122
2024-08-03,St. Barnabas Hospital,Bronx,14100,33,98
2024-08-03,Montefiore Medical Center,Bronx,15472,51,153
2024-08-03,Brooklyn Methodist Hospital,Brooklyn,12470,36,119
2024-08-03,Kings County Hospital,Brooklyn,17764,36,133
2024-08-03,Maimonides Medical Center,Brooklyn,12039,64,153
2024-08-03,Mount Sinai Hospital,Manhattan,18556,27,159
2024-08-03,NYU Langone Health,Manhattan,17626,52,195
2024-08-03,NewYork-Presbyterian,Manhattan,13877,50,113
2024-08-03,Jamaica Hospital,Queens,14805,37,129
2024-08-03,Queens Hospital Center,Queens,15217,45,163
2024-08-03,Elmhurst Hospital,Queens,18076,51,113
2024-08-03,Richmond University Medical Center,Staten Island,16140,38,108
2024-08-03,Staten Island University Hospital,Staten Island,12592,35,113
2024-08-04,Bronx-Lebanon Hospital,Bronx,18679,45,174
2024-08-04,St. Barnabas Hospital,Bronx,17833,44,166
2024-08-04,Montefiore Medical Center,Bronx,13272,52,175
2024-08-04,Brooklyn Methodist Hospital,Brooklyn,17147,22,147
2024-08-04,Kings County Hospital,Brooklyn,15008,43,189
2024-08-04,Maimonides Medical Center,Brooklyn,12763,47,182
2024-08-04,Mount Sinai Hospital,Manhattan,15591,34,156
2024-08-04,NYU Langone Health,Manhattan,12913,47,179
2024-08-04,NewYork-Presbyterian,Manhattan,15910,43,98
2024-08-04,Jamaica Hospital,Queens,13900,42,151
2024-08-04,Queens Hospital Center,Queens,19099,26,169
2024-08-04,Elmhurst Hospital,Queens,18037,37,138
2024-08-04,Richmond University Medical Center,Staten Island,17303,44,184
2024-08-04,Staten Island University Hospital,Staten Island,18456,39,131
2024-08-05,Bronx-Lebanon Hospital,Bronx,12200,36,156
2024-08-05,St. Barnabas Hospital,Bronx,16931,55,121
2024-08-05,Montefiore Medical Center,Bronx,19417,26,152
2024-08-05,Brooklyn Methodist Hospital,Brooklyn,19467,56,152
2024-08-05,Kings County Hospital,Brooklyn,15347,32,164
2024-08-05,Maimonides Medical Center,Brooklyn,17187,70,161
2024-08-05,Mount Sinai Hospital,Manhattan,13823,40,110
2024-08-05,NYU Langone Health,Manhattan,15489,34,91
2024-08-05,NewYork-Presbyterian,Manhattan,14017,42,170
2024-08-05,Jamaica Hospital,Queens,16259,58,168
2024-08-05,Queens Hospital Center,Queens,17264,79,174
2024-08-05,Elmhurst Hospital,Queens,14158,50,152
2024-08-05,Richmond University Medical Center,Staten Island,17920,32,169
2024-08-05,Staten Island University Hospital,Staten Island,17030,35,181
2024-08-06,Bronx-Lebanon Hospital,Bronx,17711,66,175
2024-08-06,St. Barnabas Hospital,Bronx,13784,49,145
2024-08-06,Montefiore Medical Center,Bronx,13913,43,161
2024-08-06,Brooklyn Methodist Hospital,Brooklyn,14857,72,183
2024-08-06,Kings County Hospital,Brooklyn,16208,72,207
2024-08-06,Maimonides Medical Center,Brooklyn,12721,54,128
2024-08-06,Mount Sinai Hospital,Manhattan,18213,33,112
2024-08-06,NYU Langone Health,Manhattan,13886,35,160
2024-08-06,NewYork-Presbyterian,Manhattan,14378,30,83
2024-08-06,Jamaica Hospital,Queens,17072,31,142
2024-08-06,Queens Hospital Center,Queens,14391,30,121
2024-08-06,Elmhurst Hospital,Queens,11233,56,138
2024-08-06,Richmond University Medical Center,Staten Island,17378,48,156
2024-08-06,Staten Island University Hospital,Staten Island,15863,32,153
2024-08-07,Bronx-Lebanon Hospital,Bronx,19606,59,149
2024-08-07,St. Barnabas Hospital,Bronx,16626,64,199
2024-08-07,Montefiore Medical Center,Bronx,18472,61,171
2024-08-07,Brooklyn Methodist Hospital,Brooklyn,19420,53,183
2024-08-07,Kings County Hospital,Brooklyn,16853,43,181
2024-08-07,Maimonides Medical Center,Brooklyn,12097,56,141
2024-08-07,Mount Sinai Hospital,Manhattan,12157,53,130
2024-08-07,NYU Langone Health,Manhattan,11183,26,79
2024-08-07,NewYork-Presbyterian,Manhattan,13240,42,99
2024-08-07,Jamaica Hospital,Queens,17056,33,110
2024-08-07,Queens Hospital Center,Queens,16445,43,147
2024-08-07,Elmhurst Hospital,Queens,14942,48,115
2024-08-07,Richmond University Medical Center,Staten Island,11866,25,145
2024-08-07,Staten Island University Hospital,Staten Island,18363,37,111
2024-08-08,Bronx-Lebanon Hospital,Bronx,11047,24,172
2024-08-08,St. Barnabas Hospital,Bronx,15177,62,179
2024-08-08,Montefiore Medical Center,Bronx,11766,34,137
2024-08-08,Brooklyn Methodist Hospital,Brooklyn,14691,52,118
2024-08-08,Kings County Hospital,Brooklyn,15821,30,104
2024-08-08,Maimonides Medical Center,Brooklyn,15489,74,134
2024-08-08,Mount Sinai Hospital,Manhattan,17843,47,99
2024-08-08,NYU Langone Health,Manhattan,16350,52,140
2024-08-08,NewYork-Presbyterian,Manhattan,12754,56,135
2024-08-08,Jamaica Hospital,Queens,18478,64,205
2024-08-08,Queens Hospital Center,Queens,12355,33,132
2024-08-08,Elmhurst Hospital,Queens,16565,66,136
2024-08-08,Richmond University Medical Center,Staten Island,14612,32,142
2024-08-08,Staten Island University Hospital,Staten Island,15288,48,107
2024-08-09,Bronx-Lebanon Hospital,Bronx,18137,21,164
2024-08-09,St. Barnabas Hospital,Bronx,16138,62,136
2024-08-09,Montefiore Medical Center,Bronx,18027,26,90
2024-08-09,Brooklyn Methodist Hospital,Brooklyn,17113,40,97
2024-08-09,Kings County Hospital,Brooklyn,16466,30,127
2024-08-09,Maimonides Medical Center,Brooklyn,11131,61,175
2024-08-09,Mount Sinai Hospital,Manhattan,12217,42,143
2024-08-09,NYU Langone Health,Manhattan,11807,50,103
2024-08-09,NewYork-Presbyterian,Manhattan,12789,40,145
2024-08-09,Jamaica Hospital,Queens,19865,47,103
2024-08-09,Queens Hospital Center,Queens,16809,65,145
2024-08-09,Elmhurst Hospital,Queens,11211,46,195
2024-08-09,Richmond University Medical Center,Staten Island,13122,39,93
2024-08-09,Staten Island University Hospital,Staten Island,12820,21,80
2024-08-10,Bronx-Lebanon Hospital,Bronx,15207,22,160
2024-08-10,St. Barnabas Hospital,Bronx,11816,52,167
2024-08-10,Montefiore Medical Center,Bronx,14582,20,95
2024-08-10,Brooklyn Methodist Hospital,Brooklyn,13610,46,111
2024-08-10,Kings County Hospital,Brooklyn,17917,59,184
2024-08-10,Maimonides Medical Center,Brooklyn,14199,52,156
2024-08-10,Mount Sinai Hospital,Manhattan,19982,39,90
2024-08-10,NYU Langone Health,Manhattan,19801,35,120
2024-08-10,NewYork-Presbyterian,Manhattan,16153,49,131
2024-08-10,Jamaica Hospital,Queens,15535,47,156
2024-08-10,Queens Hospital Center,Queens,16724,44,174
2024-08-10,Elmhurst Hospital,Queens,13706,52,185
2024-08-10,Richmond University Medical Center,Staten Island,18531,40,117
2024-08-10,Staten Island University Hospital,Staten Island,14708,42,141
2024-08-11,Bronx-Lebanon Hospital,Bronx,12863,36,136
2024-08-11,St. Barnabas Hospital,Bronx,16487,29,170
2024-08-11,Montefiore Medical Center,Bronx,12182,22,124
2024-08-11,Brooklyn Methodist Hospital,Brooklyn,15516,27,153
2024-08-11,Kings County Hospital,Brooklyn,17825,25,103
2024-08-11,Maimonides Medical Center,Brooklyn,13558,39,156
2024-08-11,Mount Sinai Hospital,Manhattan,14799,45,164
2024-08-11,NYU Langone Health,Manhattan,19406,27,99
2024-08-11,NewYork-Presbyterian,Manhattan,16348,51,112
2024-08-11,Jamaica Hospital,Queens,16969,41,114
2024-08-11,Queens Hospital Center,Queens,14010,22,76
2024-08-11,Elmhurst Hospital,Queens,18749,65,194
2024-08-11,Richmond University Medical Center,Staten Island,15833,31,101
2024-08-11,Staten Island University Hospital,Staten Island,16751,39,169
2024-08-12,Bronx-Lebanon Hospital,Bronx,14219,46,129
2024-08-12,St. Barnabas Hospital,Bronx,13434,46,138
2024-08-12,Montefiore Medical Center,Bronx,15124,62,126
2024-08-12,Brooklyn Methodist Hospital,Brooklyn,12354,62,112
2024-08-12,Kings County Hospital,Brooklyn,13119,51,152
2024-08-12,Maimonides Medical Center,Brooklyn,13052,53,128
2024-08-12,Mount Sinai Hospital,Manhattan,11885,50,136
2024-08-12,NYU Langone Health,Manhattan,18557,59,153
2024-08-12,NewYork-Presbyterian,Manhattan,13557,26,156
2024-08-12,Jamaica Hospital,Queens,18578,50,198
2024-08-12,Queens Hospital Center,Queens,18676,52,179
2024-08-12,Elmhurst Hospital,Queens,14505,50,104
2024-08-12,Richmond University Medical Center,Staten Island,12539,39,173
2024-08-12,Staten Island University Hospital,Staten Island,17347,25,154
2024-08-13,Bronx-Lebanon Hospital,Bronx,15277,55,195
2024-08-13,St. Barnabas Hospital,Bronx,13719,42,153
2024-08-13,Montefiore Medical Center,Bronx,16045,34,149
2024-08-13,Brooklyn Methodist Hospital,Brooklyn,11330,26,160
2024-08-13,Kings County Hospital,Brooklyn,11819,42,148
2024-08-13,Maimonides Medical Center,Brooklyn,18474,62,127
2024-08-13,Mount Sinai Hospital,Manhattan,14950,54,121
2024-08-13,NYU Langone Health,Manhattan,13530,54,141
2024-08-13,NewYork-Presbyterian,Manhattan,19234,36,113
2024-08-13,Jamaica Hospital,Queens,15976,27,158
2024-08-13,Queens Hospital Center,Queens,16253,59,176
2024-08-13,Elmhurst Hospital,Queens,16795,52,135
2024-08-13,Richmond University Medical Center,Staten Island,17615,38,157
2024-08-13,Staten Island University Hospital,Staten Island,19565,40,188
2024-08-14,Bronx-Lebanon Hospital,Bronx,14940,37,91
2024-08-14,St. Barnabas Hospital,Bronx,11287,22,115
2024-08-14,Montefiore Medical Center,Bronx,18078,35,155
2024-08-14,Brooklyn Methodist Hospital,Brooklyn,19249,41,167
2024-08-14,Kings County Hospital,Brooklyn,17098,45,144
2024-08-14,Maimonides Medical Center,Brooklyn,19596,52,135
2024-08-14,Mount Sinai Hospital,Manhattan,19992,27,131
2024-08-14,NYU Langone Health,Manhattan,19456,48,182
2024-08-14,NewYork-Presbyterian,Manhattan,15812,64,118
